Sample name	Superpopulation code
NA19081	EAS
NA19152	AFR
HG03124	AFR
HG03719	SAS
HG01480	AMR
NA19055	EAS
NA19203	AFR
HG03035	AFR
HG03721	SAS
HG01492	AMR
NA19062	EAS
NA19309	AFR
HG03047	AFR
HG03771	SAS
HG01497	AMR
NA19036	AFR
NA19311	AFR
HG03617	SAS
HG03795	SAS
HG01500	EUR
NA19043	AFR
NA19316	AFR
HG03624	SAS
HG03978	SAS
HG01505	EUR
NA19024	AFR
NA19359	AFR
HG03489	SAS
HG03985	SAS
HG01411	AMR
NA19031	AFR
NA19373	AFR
HG03491	SAS
HG03992	SAS
HG01435	AMR
NA19120	AFR
NA19378	AFR
HG03477	AFR
HG04053	SAS
HG01442	AMR
NA19226	AFR
NA19443	AFR
HG03484	AFR
HG04058	SAS
HG01447	AMR
NA19238	AFR
NA19448	AFR
HG03600	SAS
HG04060	SAS
HG01512	EUR
NA19240	AFR
NA19429	AFR
HG03605	SAS
HG04003	SAS
HG01517	EUR
NA19207	AFR
NA19431	AFR
HG03559	AFR
HG04015	SAS
HG01396	AMR
NA19214	AFR
NA19436	AFR
HG03566	AFR
HG03947	SAS
HG01404	AMR
NA19221	AFR
NA19380	AFR
HG03511	AFR
HG04096	SAS
HG01485	AMR
NA19132	AFR
NA19385	AFR
HG03516	AFR
HG03973	SAS
HG01841	EAS
NA19137	AFR
NA19397	AFR
HG03547	AFR
HG04039	SAS
HG01846	EAS
NA19144	AFR
NA19347	AFR
HG03585	SAS
HG04022	SAS
HG01783	EUR
NA19252	AFR
NA19323	AFR
HG03578	AFR
HG03930	SAS
HG01790	EUR
NA19257	AFR
NA19328	AFR
HG03838	SAS
HG03942	SAS
HG01699	EUR
NA19149	AFR
NA19258	AFR
HG03840	SAS
NA12273	EUR
HG01702	EUR
NA19151	AFR
NA19669	AMR
HG03845	SAS
NA12329	EUR
HG01707	EUR
NA19308	AFR
NA19671	AMR
HG03799	SAS
NA12045	EUR
HG01764	EUR
NA19310	AFR
NA19676	AMR
HG03802	SAS
NA12057	EUR
HG01769	EUR
NA19315	AFR
NA19657	AMR
HG03807	SAS
NA10847	EUR
HG01771	EUR
NA19175	AFR
NA19664	AMR
HG03756	SAS
NA10854	EUR
HG01687	EUR
NA19199	AFR
NA19734	AMR
HG03763	SAS
NA11840	EUR
HG01694	EUR
NA19202	AFR
NA19741	AMR
HG03826	SAS
NA10859	EUR
HG01808	EAS
NA19327	AFR
NA19722	AMR
HG03833	SAS
NA10861	EUR
HG01810	EAS
NA19625	AFR
NA19727	AMR
HG03814	SAS
NA06997	EUR
HG01815	EAS
NA19649	AMR
NA19703	AFR
HG03821	SAS
NA07022	EUR
HG01757	EUR
NA19651	AMR
NA19708	AFR
HG03782	SAS
NA07034	EUR
HG01776	EUR
NA19396	AFR
NA19652	AMR
HG03787	SAS
NA10830	EUR
HG01795	EAS
NA19404	AFR
NA19455	AFR
HG03770	SAS
NA10835	EUR
HG02003	AMR
NA19428	AFR
NA19462	AFR
HG03775	SAS
NA10842	EUR
HG02008	AMR
NA19430	AFR
NA19467	AFR
HG03744	SAS
NA07349	EUR
HG02010	AFR
NA19435	AFR
NA19474	AFR
HG03794	SAS
NA12146	EUR
HG01978	AMR
NA19656	AMR
NA19683	AMR
HG04122	SAS
NA18548	EAS
HG01980	AMR
NA19663	AMR
NA19828	AFR
HG04127	SAS
NA18550	EAS
HG01985	AFR
NA19334	AFR
NA19835	AFR
HG04134	SAS
NA18555	EAS
HG02046	EAS
NA19346	AFR
NA19900	AFR
HG04033	SAS
NA18567	EAS
HG02053	AFR
NA19384	AFR
NA19746	AMR
HG04038	SAS
NA18574	EAS
HG02072	EAS
NA19391	AFR
NA19753	AMR
HG04040	SAS
NA18579	EAS
HG02077	EAS
NA19360	AFR
NA19758	AMR
HG03977	SAS
NA18618	EAS
HG01992	AMR
NA19372	AFR
NA19760	AMR
HG03989	SAS
NA18620	EAS
HG01997	AMR
NA19377	AFR
NA19772	AMR
HG03991	SAS
NA18606	EAS
HG02058	EAS
NA19466	AFR
NA19777	AMR
HG04141	SAS
NA18613	EAS
HG02060	EAS
NA19473	AFR
NA19789	AMR
HG04146	SAS
NA18536	EAS
HG01973	AMR
NA19454	AFR
NA19796	AMR
HG03960	SAS
NA18543	EAS
HG02027	EAS
NA19461	AFR
NA19917	AFR
HG03965	SAS
NA18562	EAS
HG02015	EAS
NA19714	AFR
NA19924	AFR
HG03972	SAS
NA18593	EAS
HG02279	AMR
NA19719	AMR
NA20128	AFR
HG04076	SAS
NA18531	EAS
HG02281	AFR
NA19721	AMR
NA19784	AMR
HG04090	SAS
NA18625	EAS
HG02286	AMR
NA19764	AMR
NA19905	AFR
HG04019	SAS
NA19058	EAS
HG02293	AMR
NA19771	AMR
NA20274	AFR
HG04026	SAS
NA19060	EAS
HG02298	AMR
NA19776	AMR
NA20279	AFR
HG04002	SAS
NA19065	EAS
HG02301	AMR
NA19733	AMR
NA20281	AFR
HG04014	SAS
NA18980	EAS
HG02236	EUR
NA19738	AMR
NA20318	AFR
HG04115	SAS
NA18985	EAS
HG02250	EAS
NA19740	AMR
NA20320	AFR
NA11995	EUR
NA18961	EAS
HG02255	AFR
NA19670	AMR
NA20332	AFR
NA12006	EUR
NA18966	EAS
HG02262	AMR
NA19675	AMR
NA20349	AFR
NA12044	EUR
NA18973	EAS
HG02344	AMR
NA19702	AFR
NA20351	AFR
NA12056	EUR
NA18978	EAS
HG02351	EAS
NA19707	AFR
NA20363	AFR
NA12335	EUR
NA18954	EAS
HG02356	EAS
NA19726	AMR
NA20414	AFR
NA12342	EUR
NA18959	EAS
HG02363	EAS
NA19752	AMR
NA20301	AFR
NA12347	EUR
NA19003	EAS
HG02375	EAS
NA19682	AMR
NA20313	AFR
NA11894	EUR
NA19010	EAS
HG02267	AMR
NA19757	AMR
NA20344	AFR
NA11919	EUR
NA19027	AFR
HG02274	AMR
NA19788	AMR
NA20356	AFR
NA11933	EUR
NA18992	EAS
HG02325	AFR
NA19790	AMR
NA20298	AFR
NA12145	EUR
NA18997	EAS
HG02332	AFR
NA19795	AMR
NA20337	AFR
NA12234	EUR
NA19041	AFR
HG02337	AFR
NA19985	AFR
NA20503	EUR
NA12239	EUR
NA19046	AFR
HG02318	AFR
NA20127	AFR
NA20508	EUR
NA12400	EUR
NA19197	AFR
HG02654	SAS
NA19904	AFR
NA20510	EUR
NA12708	EUR
NA19200	AFR
HG02659	SAS
NA19909	AFR
NA20522	EUR
NA11832	EUR
NA19236	AFR
HG02661	SAS
NA19916	AFR
NA20527	EUR
NA11882	EUR
NA19248	AFR
HG02666	AFR
NA19923	AFR
NA20539	EUR
NA12272	EUR
NA19313	AFR
HG02628	AFR
NA19783	AMR
NA20541	EUR
NA10860	EUR
NA19318	AFR
HG02630	AFR
NA20278	AFR
NA20755	EUR
NA10865	EUR
NA19382	AFR
HG02635	AFR
NA19834	AFR
NA20762	EUR
NA10846	EUR
NA19394	AFR
HG02642	AFR
NA20285	AFR
NA20774	EUR
NA10853	EUR
NA19320	AFR
HG02596	AFR
NA20292	AFR
NA20589	EUR
NA18566	EAS
NA19332	AFR
HG02604	SAS
NA20297	AFR
NA20534	EUR
NA18573	EAS
NA19375	AFR
HG02611	AFR
NA20300	AFR
NA20515	EUR
NA18631	EAS
NA19351	AFR
HG02623	AFR
NA20519	EUR
NA20767	EUR
NA18636	EAS
NA19224	AFR
HG02572	AFR
NA20521	EUR
NA20798	EUR
NA18542	EAS
NA19205	AFR
HG02577	AFR
NA20526	EUR
NA20801	EUR
NA18547	EAS
NA19724	AMR
HG02584	AFR
NA20348	AFR
NA20863	SAS
NA18605	EAS
NA19729	AMR
HG02589	AFR
NA20350	AFR
NA20868	SAS
NA18612	EAS
NA19731	AMR
HG02541	AFR
NA20312	AFR
NA20832	EUR
NA18592	EAS
NA19748	AMR
HG02546	AFR
NA20317	AFR
NA20849	SAS
NA18597	EAS
NA19750	AMR
HG02558	AFR
NA20502	EUR
NA20813	EUR
NA18624	EAS
NA19755	AMR
HG02647	AFR
NA20507	EUR
NA20786	EUR
NA18629	EAS
NA19798	AMR
HG02818	AFR
NA20362	AFR
NA20806	EUR
NA18559	EAS
NA19818	AFR
HG02820	AFR
NA20413	AFR
NA20818	EUR
NA18561	EAS
NA19774	AMR
HG02837	AFR
NA20336	AFR
NA20856	SAS
NA18617	EAS
NA19779	AMR
HG02882	AFR
NA20514	EUR
NA20851	SAS
NA18643	EAS
NA19781	AMR
HG02887	AFR
NA20355	AFR
NA20899	SAS
NA18864	AFR
NA19786	AMR
HG02964	AFR
NA20343	AFR
NA20902	SAS
NA18869	AFR
NA19705	AFR
HG02969	AFR
NA20785	EUR
NA20875	SAS
NA18871	AFR
NA19712	AFR
HG02971	AFR
NA20792	EUR
NA20882	SAS
NA18915	AFR
NA19762	AMR
HG02806	AFR
NA20754	EUR
NA21087	SAS
NA18934	AFR
NA19717	AMR
HG02813	AFR
NA20759	EUR
NA20887	SAS
NA18908	AFR
NA19902	AFR
HG02851	AFR
NA20761	EUR
NA20894	SAS
NA18910	AFR
NA20322	AFR
HG02856	AFR
NA20538	EUR
NA21094	SAS
NA18939	EAS
NA20334	AFR
HG02945	AFR
NA20540	EUR
NA20870	SAS
NA18941	EAS
NA20339	AFR
HG02952	AFR
NA20773	EUR
NA20907	SAS
NA18946	EAS
NA20341	AFR
HG02870	AFR
NA20778	EUR
NA21099	SAS
NA18648	EAS
NA19919	AFR
HG02976	AFR
NA20797	EUR
NA21102	SAS
NA18749	EAS
NA19921	AFR
HG02938	AFR
NA20800	EUR
NA21107	SAS
NA18794	EAS
NA20276	AFR
HG02983	AFR
NA20805	EUR
NA21119	SAS
NA18960	EAS
NA19914	AFR
HG03006	SAS
NA20766	EUR
NA21121	SAS
NA18965	EAS
NA20346	AFR
HG03018	SAS
NA20588	EUR
NA21126	SAS
NA18876	AFR
NA20288	AFR
HG03025	AFR
NA20533	EUR
NA21114	SAS
NA18953	EAS
NA20290	AFR
HG03114	AFR
NA20879	SAS
NA21133	SAS
NA18852	AFR
NA20295	AFR
HG03119	AFR
NA20881	SAS
SC_GMFUL5306415	AFR
NA18857	AFR
NA20358	AFR
HG03121	AFR
NA20893	SAS
SC_GMFUL5306352	AFR
NA19209	AFR
NA20360	AFR
HG03049	AFR
NA20874	SAS
SC_GMFUL5306338	AFR
NA19211	AFR
NA19983	AFR
HG03063	AFR
NA20886	SAS
SC_GMFUL5306390	AFR
NA19247	AFR
NA20808	EUR
HG03099	AFR
NA20812	EUR
SC_GMFUL5306410	AFR
NA19254	AFR
NA20810	EUR
HG03082	AFR
NA20829	EUR
SC_GMFUL5306383	AFR
NA19223	AFR
NA20790	EUR
HG03056	AFR
NA20831	EUR
SC_GMFUL5306395	AFR
NA19235	AFR
NA20795	EUR
HG03107	AFR
NA20867	SAS
SC_GMFUL5306403	AFR
NA19379	AFR
NA20803	EUR
HG03373	AFR
NA20862	SAS
SC_GMFUL5306427	AFR
NA19381	AFR
NA20815	EUR
HG03378	AFR
NA20850	SAS
SC_GMFUL5306345	AFR
NA19393	AFR
NA20853	SAS
HG03380	AFR
NA21144	SAS
SC_GMFUL5306371	AFR
NA19324	AFR
NA20846	SAS
HG03354	AFR
SC_GMJOL5309898	AFR
SC_GMFUL5309748	AFR
NA19331	AFR
NA20858	SAS
HG03361	AFR
SC_GMJOL5309906	AFR
SC_GMFUL5306369	AFR
NA19204	AFR
NA20827	EUR
HG03366	AFR
SC_GMFUL5306346	AFR
SC_GMFUL5306388	AFR
NA19374	AFR
NA20822	EUR
HG03450	AFR
NA20898	SAS
SC_GMFUL5306340	AFR
NA19350	AFR
NA21130	SAS
HG03455	AFR
NA20901	SAS
SC_GMFUL5309781	AFR
NA19355	AFR
NA21135	SAS
HG03309	AFR
NA21118	SAS
SC_GMFUL5309755	AFR
NA19312	AFR
NA21142	SAS
HG03311	AFR
NA21120	SAS
SC_GMFUL5309700	AFR
NA19317	AFR
SC_GMFUL5306374	AFR
HG03296	AFR
NA21125	SAS
SC_GMJOL5309979	AFR
NA19723	AMR
SC_GMFUL5306398	AFR
HG03304	AFR
NA21093	SAS
SC_GMJOL5309948	AFR
NA19728	AMR
SC_GMFUL5306406	AFR
HG03342	AFR
NA21098	SAS
SC_GMFUL5309717	AFR
NA19730	AMR
SC_GMFUL5306343	AFR
HG03385	AFR
NA21101	SAS
SC_GMFUL5306408	AFR
NA19778	AMR
SC_GMFUL5306367	AFR
HG03397	AFR
NA21106	SAS
SC_GMJOL5309917	AFR
NA19780	AMR
NA21123	SAS
HG03431	AFR
NA20906	SAS
SC_GMFUL5306357	AFR
NA19785	AMR
NA21128	SAS
HG03436	AFR
NA21137	SAS
SC_GMJOL5309835	AFR
NA19742	AMR
NA21111	SAS
HG03462	AFR
NA21113	SAS
SC_GMJOL5309859	AFR
NA19747	AMR
NA21116	SAS
HG03708	SAS
NA21086	SAS
SC_GMJOL5309796	AFR
NA19754	AMR
SC_GMFUL5306413	AFR
HG03710	SAS
SC_GMFUL5306360	AFR
SC_GMJOL5309804	AFR
NA19759	AMR
SC_GMFUL5309722	AFR
HG03715	SAS
SC_GMFUL5309763	AFR
SC_GMJOL5309943	AFR
NA19761	AMR
SC_GMJOL5309890	AFR
HG03688	SAS
SC_GMFUL5306339	AFR
SC_GMJOL5309967	AFR
NA19704	AFR
SC_GMJOL5309922	AFR
HG03690	SAS
SC_GMFUL5309756	AFR
SC_GMJOL5309897	AFR
NA19711	AFR
SC_GMJOL5309939	AFR
HG03695	SAS
SC_GMFUL5309701	AFR
SC_GMJOL5309905	AFR
NA19766	AMR
SC_GMFUL5306418	AFR
HG03633	SAS
SC_GMFUL5306416	AFR
SC_GMJOL5309950	AFR
NA19773	AMR
SC_GMFUL5306355	AFR
HG03638	SAS
SC_GMFUL5306411	AFR
SC_GMJOL5309974	AFR
NA19716	AMR
SC_GMFUL5309708	AFR
HG03640	SAS
SC_GMFUL5309718	AFR
SC_GMJOL5309912	AFR
NA19792	AMR
SC_GMFUL5306362	AFR
HG03619	SAS
SC_GMFUL5306377	AFR
SC_GMJOL5309936	AFR
NA19797	AMR
SC_GMWOF5428729	AFR
HG03621	SAS
SC_GMFUL5306391	AFR
SC_GMWOF5428707	AFR
NA19735	AMR
SC_GMWOF5428786	AFR
HG03626	SAS
SC_GMFUL5306389	AFR
SC_GMJOL5309981	AFR
NA20504	EUR
SC_GMWOF5428875	AFR
HG03645	SAS
SC_GMFUL5309725	AFR
SC_GMJOL5309929	AFR
NA20509	EUR
SC_GMWOF5428820	AFR
HG03652	SAS
SC_GMFUL5306353	AFR
SC_GMJOL5309828	AFR
NA20530	EUR
SC_GMWOF5428832	AFR
HG03722	SAS
SC_GMFUL5306423	AFR
SC_GMWOF5428810	AFR
NA20535	EUR
SC_GMWOF5428825	AFR
HG03727	SAS
SC_GMFUL5306428	AFR
SC_GMWOF5428834	AFR
NA20511	EUR
SC_GMWOF5428849	AFR
HG03703	SAS
SC_GMFUL5306341	AFR
SC_GMWOF5428858	AFR
NA20516	EUR
SC_GMWOF5428882	AFR
HG03657	SAS
SC_GMJOL5309963	AFR
SC_GMWOF5428877	AFR
NA20357	AFR
SC_GMWOF5428798	AFR
HG03669	SAS
SC_GMJOL5309920	AFR
SC_GMWOF5428790	AFR
NA20542	EUR
SC_GMWOF5428806	AFR
HG03683	SAS
SC_GMJOL5309944	AFR
SC_GMWOF5428822	AFR
NA20528	EUR
SC_GMWOF5428863	AFR
HG03931	SAS
SC_GMJOL5309949	AFR
SC_GMWOF5428846	AFR
NA20340	AFR
SC_GMWOF5428813	AFR
HG03943	SAS
SC_GMJOL5309918	AFR
SC_GMWOF5428815	AFR
NA20345	AFR
SC_GMWOF5428818	AFR
HG03900	SAS
SC_GMJOL5309968	AFR
SC_GMWOF5428839	AFR
NA20364	AFR
SC_GMWOF5428851	AFR
HG03905	SAS
SC_GMJOL5309913	AFR
SC_GMWOF5428795	AFR
NA20763	EUR
SC_GMMAN5482241	AFR
HG03885	SAS
SC_GMFUL5306396	AFR
SC_GMWOF5428803	AFR
NA20768	EUR
SC_GMMAN5482195	AFR
HG03897	SAS
SC_GMFUL5306404	AFR
SC_GMWOF5428827	AFR
NA20770	EUR
SC_GMMAN5482203	AFR
HG03861	SAS
SC_GMJOL5309951	AFR
SC_GMWOF5428841	AFR
NA20799	EUR
SC_GMMAN5482227	AFR
HG03866	SAS
SC_GMJOL5309975	AFR
SC_GMWOF5428865	AFR
NA20802	EUR
SC_GMMAN5482323	AFR
HG03924	SAS
SC_GMJOL5309982	AFR
SC_GMWOF5428771	AFR
NA20819	EUR
SC_GMMAN5482260	AFR
HG03929	SAS
SC_GMJOL5309956	AFR
SC_GMWOF5428740	AFR
NA20821	EUR
SC_GMMAN5482284	AFR
HG03873	SAS
SC_GMJOL5309925	AFR
SC_GMWOF5428721	AFR
NA20756	EUR
SC_GMMAN5482234	AFR
HG03854	SAS
SC_GMWOF5428866	AFR
SC_GMWOF5428745	AFR
NA20807	EUR
SC_GMMAN5482171	AFR
HG03917	SAS
SC_GMWOF5428811	AFR
SC_GMWOF5428788	AFR
NA20585	EUR
SC_GMMAN5482208	AFR
HG03842	SAS
SC_GMWOF5428835	AFR
SC_GMWOF5428808	AFR
NA20787	EUR
SC_GMMAN5482169	AFR
HG03847	SAS
SC_GMJOL5309797	AFR
SC_GMMAN5482256	AFR
NA20814	EUR
SC_GMMAN5482239	AFR
HG04302	EUR
SC_GMJOL5309805	AFR
SC_GMMAN5482193	AFR
NA20775	EUR
SC_GMMAN5482176	AFR
NA06986	EUR
SC_GMJOL5309829	AFR
SC_GMMAN5482201	AFR
SC_GMFUL5309716	AFR
SC_GMMAN5482215	AFR
NA06993	EUR
SC_GMWOF5428859	AFR
SC_GMMAN5482225	AFR
SC_GMFUL5306363	AFR
SC_GMMAN5482258	AFR
HG04193	SAS
SC_GMWOF5428796	AFR
SC_GMMAN5482299	AFR
SC_GMFUL5306407	AFR
SC_GMMAN5482164	AFR
HG04198	SAS
SC_GMWOF5428804	AFR
SC_GMMAN5482307	AFR
SC_GMFUL5306344	AFR
SC_GMMAN5482291	AFR
HG04155	SAS
SC_GMJOL5309843	AFR
SC_GMMAN5482268	AFR
SC_GMFUL5309709	AFR
HGDP00222	
HG04162	SAS
SC_GMJOL5309867	AFR
SC_GMMAN5482162	AFR
SC_GMFUL5306387	AFR
HGDP00234	
HG04131	SAS
SC_GMWOF5428715	AFR
SC_GMMAN5482186	AFR
SC_GMFUL5306382	AFR
HGDP00239	
HG04136	SAS
SC_GMWOF5428739	AFR
SC_GMMAN5482282	AFR
SC_GMFUL5306351	AFR
HGDP00304	
HG04186	SAS
SC_GMJOL5309812	AFR
SC_GMMAN5482314	AFR
SC_GMFUL5306421	AFR
HGDP00309	
HG04148	SAS
SC_GMJOL5309836	AFR
SC_GMMAN5482251	AFR
SC_GMFUL5309730	AFR
HGDP00311	
HG04150	SAS
SC_GMWOF5428708	AFR
SC_GMMAN5482220	AFR
SC_GMFUL5306375	AFR
HGDP00121	
HG04174	SAS
SC_GMWOF5428842	AFR
SC_GMMAN5482244	AFR
SC_GMFUL5306399	AFR
HGDP00133	
HG04181	SAS
SC_GMJOL5309937	AFR
SC_GMMAN5482181	AFR
SC_GMFUL5309747	AFR
HGDP00241	
HG04206	SAS
SC_GMWOF5428828	AFR
SC_GMMAN5482213	AFR
SC_GMFUL5306426	AFR
HGDP00258	
HG04225	SAS
SC_GMWOF5428789	AFR
SC_GMMAN5482232	AFR
SC_GMFUL5306419	AFR
HGDP00140	
NA12414	EUR
SC_GMWOF5428861	AFR
SC_GMMAN5482340	AFR
SC_GMJOL5309896	AFR
HGDP00145	
NA12546	EUR
SC_GMMAN5482243	AFR
HGDP00092	
SC_GMJOL5309904	AFR
HGDP00169	
NA12717	EUR
SC_GMMAN5482180	AFR
HGDP00100	
SC_GMJOL5309928	AFR
HGDP00171	
NA12748	EUR
SC_GMMAN5482212	AFR
HGDP00129	
SC_GMWOF5428794	AFR
HGDP00210	
NA12750	EUR
SC_GMMAN5482236	AFR
HGDP00131	
SC_GMWOF5428802	AFR
HGDP00277	
NA12762	EUR
SC_GMMAN5482173	AFR
HGDP00078	
SC_GMWOF5428826	AFR
HGDP00183	
NA12767	EUR
SC_GMMAN5482197	AFR
HGDP00080	
SC_GMJOL5309884	AFR
HGDP00664	
NA12801	EUR
SC_GMWOF5428854	AFR
HGDP00035	
SC_GMWOF5428770	AFR
HGDP00669	
NA12813	EUR
SC_GMWOF5428823	AFR
HGDP00047	
SC_GMWOF5428732	AFR
HGDP00671	
NA12344	EUR
SC_GMWOF5428847	AFR
HGDP00054	
SC_GMWOF5428744	AFR
HGDP00746	
NA12375	EUR
SC_GMMAN5482205	AFR
HGDP00066	
SC_GMJOL5309961	AFR
HGDP00753	
NA12399	EUR
SC_GMMAN5482229	AFR
HGDP00009	
SC_GMJOL5309985	AFR
HGDP00734	
NA18486	AFR
SC_GMMAN5482178	AFR
HGDP00011	
SC_GMWOF5428713	AFR
HGDP00739	
NA18498	AFR
SC_GMMAN5482250	AFR
HGDP00136	
SC_GMWOF5428737	AFR
HGDP00741	
NA18518	AFR
SC_GMWOF5428816	AFR
HGDP00105	
SC_GMJOL5309860	AFR
HGDP00683	
NA18520	AFR
SC_GMWOF5428830	AFR
HGDP00023	
SC_GMWOF5428763	AFR
HGDP00688	
NA18501	AFR
SC_GMWOF5428873	AFR
HGDP00319	
SC_GMJOL5309827	AFR
HGDP00690	
NA18506	AFR
NA18540	EAS
HGDP00321	
SC_GMMAN5482322	AFR
HGDP00703	
NA12818	EUR
HGDP00003	
HGDP00326	
SC_GMMAN5482283	AFR
HGDP00708	
NA12832	EUR
SC_GMMAN5482192	AFR
HGDP00333	
SC_GMMAN5482315	AFR
HGDP00710	
NA12875	EUR
SC_GMMAN5482200	AFR
HGDP00364	
SC_GMMAN5482221	AFR
HGDP00758	
NA18912	AFR
SC_GMMAN5482224	AFR
HGDP00371	
SC_GMMAN5482199	AFR
HGDP00760	
NA18917	AFR
SC_GMMAN5482248	AFR
HGDP00376	
SC_GMMAN5482207	AFR
HGDP00727	
NA18854	AFR
SC_GMMAN5482274	AFR
HGDP00143	
SC_GMMAN5482276	AFR
HGDP00676	
NA18859	AFR
SC_GMMAN5482298	AFR
HGDP00148	
SC_GMMAN5482308	AFR
HGDP00715	
NA18861	AFR
SC_GMMAN5482306	AFR
HGDP00150	
SC_GMMAN5482233	AFR
HGDP00823	
NA18633	EAS
SC_GMMAN5482185	AFR
HGDP00237	
SC_GMMAN5482290	AFR
HGDP00828	
NA18638	EAS
SC_GMMAN5482217	AFR
HGDP00244	
SC_GMMAN5482168	AFR
HGDP00854	
NA18640	EAS
SC_GMMAN5482293	AFR
HGDP00251	
SC_GMMAN5482240	AFR
HGDP00804	
NA18873	AFR
SC_GMMAN5482301	AFR
HGDP00155	
HGDP00031	
HGDP00811	
NA18943	EAS
SC_GMMAN5482231	AFR
HGDP00167	
HGDP00043	
HGDP00765	
NA18948	EAS
SC_GMMAN5482255	AFR
HGDP00201	
HGDP00017	
HGDP00772	
NA18950	EAS
SC_GMMAN5482332	AFR
HGDP00206	
HGDP00029	
HGDP00880	
NA18924	AFR
HGDP00039	
HGDP00213	
HGDP00005	
HGDP00885	
NA18645	EAS
HGDP00041	
HGDP00218	
HGDP00315	
HGDP00892	
NA18878	AFR
HGDP00015	
HGDP00302	
HGDP00341	
HGDP00897	
NA18791	EAS
HGDP00104	
HGDP00307	
HGDP00346	
HGDP00777	
NA19092	AFR
HGDP00109	
HGDP00179	
HGDP00214	
HGDP00784	
NA19097	AFR
HGDP00173	
HGDP00181	
HGDP00226	
HGDP00859	
NA19143	AFR
HGDP00185	
HGDP00472	
HGDP00187	
HGDP00861	
NA19148	AFR
HGDP00154	
HGDP00491	
HGDP00199	
HGDP00791	
NA19129	AFR
HGDP00060	
HGDP00511	
HGDP00288	
HGDP00873	
NA19131	AFR
HGDP00161	
HGDP00547	
HGDP00290	
HGDP01155	
NA19117	AFR
HGDP00072	
HGDP00458	
HGDP00372	
HGDP01162	
NA19150	AFR
HGDP00096	
HGDP00460	
HGDP00423	
HGDP01167	
NA19100	AFR
HGDP00130	
HGDP00516	
HGDP00264	
HGDP01174	
NA19105	AFR
HGDP00135	
HGDP00523	
HGDP00459	
HGDP01181	
NA19059	EAS
HGDP00438	
HGDP00528	
HGDP00454	
HGDP01073	
NA19066	EAS
HGDP00445	
HGDP00535	
HGDP00670	
HGDP01092	
NA19080	EAS
HGDP00452	
HGDP00542	
HGDP00675	
HGDP01201	
NA19085	EAS
HGDP00262	
HGDP00388	
HGDP00613	
HGDP01206	
NA19078	EAS
HGDP00274	
HGDP00453	
HGDP00618	
HGDP01186	
NA19472	AFR
HGDP00279	
HGDP00465	
HGDP00620	
HGDP01193	
NA19648	AMR
HGDP00281	
HGDP00655	
HGDP00663	
HGDP01097	
NA19434	AFR
HGDP00192	
HGDP00662	
HGDP00668	
HGDP01100	
NA19439	AFR
HGDP00197	
HGDP00667	
HGDP00644	
HGDP01066	
NA19650	AMR
HGDP00205	
HGDP00624	
HGDP00649	
HGDP01023	
NA19655	AMR
HGDP00402	
HGDP00629	
HGDP00651	
HGDP01059	
NA19446	AFR
HGDP00407	
HGDP00631	
HGDP00682	
HGDP01415	
NA19453	AFR
HGDP00433	
HGDP00559	
HGDP00687	
HGDP01333	
NA19674	AMR
HGDP00356	
HGDP00561	
HGDP00625	
HGDP01403	
NA19679	AMR
HGDP00382	
HGDP00566	
HGDP00632	
HGDP01408	
NA19383	AFR
HGDP00298	
HGDP00643	
HGDP00586	
Bu5	
NA19390	AFR
HGDP00313	
HGDP00648	
HGDP00598	
HGDP00195	
NA19395	AFR
HGDP00243	
HGDP00578	
HGDP00601	
HGDP01376	
NA19403	AFR
HGDP00248	
HGDP00580	
HGDP00606	
HGDP01383	
NA19376	AFR
HGDP00351	
HGDP00636	
HGDP00637	
HGDP01319	
NA19662	AMR
HGDP00224	
HGDP00612	
HGDP00788	
HGDP01321	
NA20289	AFR
HGDP00546	
HGDP00573	
HGDP00790	
HGDP01326	
NA20291	AFR
HGDP00553	
HGDP00600	
HGDP00795	
HGDP01352	
NA20296	AFR
HGDP00558	
HGDP00744	
HGDP00889	
HGDP01357	
NA19794	AMR
HGDP00539	
HGDP00751	
HGDP00891	
HGDP01369	
NA19819	AFR
HGDP00541	
HGDP00698	
HGDP00896	
HGDP01371	
NA19984	AFR
HGDP00469	
HGDP00701	
HGDP00810	
HGDP01388	
NA20126	AFR
HGDP00471	
HGDP00679	
HGDP00815	
HGDP01340	
NA19908	AFR
HGDP00572	
HGDP00686	
HGDP00877	
AV-21	
NA19915	AFR
HGDP00577	
HGDP00763	
HGDP00884	
HGDP00936	
NA19922	AFR
HGDP00560	
HGDP00768	
HGDP00803	
Kor82	
NA20342	AFR
HGDP00565	
HGDP00693	
HGDP00808	
CHI-034	
NA20277	AFR
HGDP00527	
HGDP00732	
HGDP00858	
DNK05	
NA20284	AFR
HGDP00534	
HGDP00720	
HGDP00860	
ch113	
NA20335	AFR
HGDP00515	
HGDP00756	
HGDP00865	
NA11201	
NA20316	AFR
HGDP00522	
HGDP00674	
HGDP00872	
Jordan445	
NA20758	EUR
HGDP00490	
HGDP00787	
HGDP00904	
NA17386	
NA20760	EUR
HGDP00464	
HGDP00794	
HGDP00822	
HGDP01028	
NA20765	EUR
HGDP00673	
HGDP00799	
HGDP01166	
HGDP00208	
NA20809	EUR
HGDP00678	
HGDP00802	
HGDP01173	
HGDP01314	
NA20811	EUR
HGDP00604	
HGDP00807	
HGDP01180	
HGDP00328	
NA20828	EUR
HGDP00609	
HGDP00888	
HGDP01197	
NA15203	
